"HGNC ID","Status","Approved symbol","Approved name","Chromosome location","Orphanet ID","OMIM ID"
"HGNC:2362","Approved","CRK","CRK proto-oncogene, adaptor protein","17p13.3",,164762
"HGNC:2363","Approved","CRKL","CRK like proto-oncogene, adaptor protein","22q11.21",325261,602007
"HGNC:2364","Approved","CRLF1","cytokine receptor like factor 1","19p12",123381,604237
"HGNC:14281","Approved","CRLF2","cytokine receptor like factor 2","Xp22.3 and Yp11.3",,300357
"HGNC:14281","Approved","CRLF2","cytokine receptor like factor 2","Xp22.3 and Yp11.3",,400023
"HGNC:17177","Approved","CRLF3","cytokine receptor like factor 3","17q11.2",,614853
"HGNC:54732","Approved","CRLF3P1","CRLF3 pseudogene 1","2q12.1",,
"HGNC:54733","Approved","CRLF3P2","CRLF3 pseudogene 2","5q21.1",,
"HGNC:54742","Approved","CRLF3P3","CRLF3 pseudogene 3","2p11.2",,
"HGNC:16148","Approved","CRLS1","cardiolipin synthase 1","20p12.3",,608188
"HGNC:2365","Approved","CRMP1","collapsin response mediator protein 1","4p16.2",,602462
"HGNC:37078","Approved","CRNDE","colorectal neoplasia differentially expressed","16q12.2",,615624
"HGNC:15762","Approved","CRNKL1","crooked neck pre-mRNA splicing factor 1","20p11.23",,610952
"HGNC:1230","Approved","CRNN","cornulin","1q21.3",,611312
"HGNC:21299","Approved","CROCC","ciliary rootlet coiled-coil, rootletin","1p36.13",,615776
"HGNC:51677","Approved","CROCC2","ciliary rootlet coiled-coil, rootletin family member 2","2q37.3",,
"HGNC:33602","Approved","CROCCP1","CROCC pseudogene 1","Xq26.3",,
"HGNC:28170","Approved","CROCCP2","CROCC pseudogene 2","1p36.13",,
"HGNC:29405","Approved","CROCCP3","CROCC pseudogene 3","1p36.13",,
"HGNC:43864","Approved","CROCCP4","CROCC pseudogene 4","1p36.13",,
"HGNC:43865","Approved","CROCCP5","CROCC pseudogene 5","1p36.12",,
"HGNC:2366","Approved","CROT","carnitine O-octanoyltransferase","7q21.12",,606090
"HGNC:2367","Approved","CRP","C-reactive protein","1q23.2",,123260
"HGNC:2368","Approved","CRPP1","C-reactive protein pseudogene 1","1q23.2",,
"HGNC:37276","Approved","CRPPA","CDP-L-ribitol pyrophosphorylase A","7p21.2",302938,614631
"HGNC:48962","Approved","CRPPA-AS1","CRPPA antisense RNA 1","7p21.2",,
"HGNC:2374","Approved","CRSP5","cofactor required for Sp1 transcriptional activation subunit 5","reserved",,
"HGNC:14882","Approved","CRTAC1","cartilage acidic protein 1","10q24.2",,606276
"HGNC:24313","Approved","CRTAM","cytotoxic and regulatory T cell molecule","11q24.1",,612597
"HGNC:2379","Approved","CRTAP","cartilage associated protein","3p22.3",138847,605497
"HGNC:16062","Approved","CRTC1","CREB regulated transcription coactivator 1","19p13.11",,607536
"HGNC:54616","Approved","CRTC1P1","CRTC1 pseudogene 1","2p16.3",,
"HGNC:27301","Approved","CRTC2","CREB regulated transcription coactivator 2","1q21.3",,608972
"HGNC:26148","Approved","CRTC3","CREB regulated transcription coactivator 3","15q26.1",,608986
"HGNC:51433","Approved","CRTC3-AS1","CRTC3 antisense RNA 1","15q26.1",,
"HGNC:2381","Entry Withdrawn","CRTL2","cartilage linking protein 2","reserved",,
"HGNC:2383","Approved","CRX","cone-rod homeobox","19q13.33",120822,602225
"HGNC:2384","Approved","CRY1","cryptochrome circadian regulator 1","12q23.3",,601933
"HGNC:2385","Approved","CRY2","cryptochrome circadian regulator 2","11p11.2",,603732
"HGNC:2388","Approved","CRYAA","crystallin alpha A","21q22.3",120828,123580
"HGNC:51901","Approved","CRYAA2","crystallin alpha A2","21p12",,
"HGNC:2389","Approved","CRYAB","crystallin alpha B","11q23.1",120832,123590
"HGNC:2394","Approved","CRYBA1","crystallin beta A1","17q11.2",120836,123610
"HGNC:2395","Approved","CRYBA2","crystallin beta A2","2q35",409839,600836
"HGNC:2396","Approved","CRYBA4","crystallin beta A4","22q12.1",120839,123631
"HGNC:2397","Approved","CRYBB1","crystallin beta B1","22q12.1",123359,600929
"HGNC:2398","Approved","CRYBB2","crystallin beta B2","22q11.23",120841,123620
"HGNC:2399","Approved","CRYBB2P1","crystallin beta B2 pseudogene 1","22q11.2-q12.1",,
"HGNC:2400","Approved","CRYBB3","crystallin beta B3","22q11.23",120846,123630
"HGNC:356","Approved","CRYBG1","crystallin beta-gamma domain containing 1","6q21",,601797
"HGNC:17295","Approved","CRYBG2","crystallin beta-gamma domain containing 2","1p36.11",,
"HGNC:34427","Approved","CRYBG3","crystallin beta-gamma domain containing 3","3q11.2",,
"HGNC:2408","Approved","CRYGA","crystallin gamma A","2q33.3",470136,123660
"HGNC:2409","Approved","CRYGB","crystallin gamma B","2q33.3",333104,123670
"HGNC:2410","Approved","CRYGC","crystallin gamma C","2q33.3",120849,123680
"HGNC:2411","Approved","CRYGD","crystallin gamma D","2q33.3",120852,123690
"HGNC:2412","Approved","CRYGEP","crystallin gamma E, pseudogene","2q33.3",,
"HGNC:2413","Approved","CRYGFP","crystallin gamma F, pseudogene","2q34",,
"HGNC:2414","Approved","CRYGGP","crystallin gamma G, pseudogene","2p16.3",,
"HGNC:20458","Approved","CRYGN","crystallin gamma N","7q36.1",,609603
"HGNC:2415","Entry Withdrawn","CRYGP1","crystallin, gamma polypeptide pseudogene 1",,,
"HGNC:2416","Entry Withdrawn","CRYGP2","crystallin, gamma polypeptide pseudogene 2",,,
"HGNC:2417","Approved","CRYGS","crystallin gamma S","3q27.3",235204,123730
"HGNC:18246","Approved","CRYL1","crystallin lambda 1","13q12.11",,609877
"HGNC:2418","Approved","CRYM","crystallin mu","16p12.2",166809,123740
"HGNC:34405","Approved","CRYM-AS1","CRYM antisense RNA 1","16p12.2",,
"HGNC:2419","Approved","CRYZ","crystallin zeta","1p31.1",,123691
"HGNC:2420","Approved","CRYZL1","crystallin zeta like 1","21q22.11",,603920
"HGNC:52164","Approved","CRYZL2P","crystallin zeta like 2, pseudogene","1q25.2",,
"HGNC:53757","Approved","CRYZL2P-SEC16B","CRYZL2P-SEC16B readthrough","1q25.2",,
"HGNC:2421","Approved","CRYZP1","crystallin zeta pseudogene 1","7q22.1",,
"HGNC:49203","Approved","CRYZP2","crystallin zeta pseudogene 2","4q23",,
"HGNC:2422","Approved","CS","citrate synthase","12q13.3",,118950
"HGNC:18966","Approved","CSAD","cysteine sulfinic acid decarboxylase","12q13.13",,616569
"HGNC:24294","Approved","CSAG1","chondrosarcoma associated gene 1","Xq28",,300944
"HGNC:16847","Approved","CSAG2","CSAG family member 2","Xq28",,
"HGNC:26237","Approved","CSAG3","CSAG family member 3","Xq28",,
"HGNC:20923","Approved","CSAG4","CSAG family member 4 (pseudogene)","Xq28",,
"HGNC:30359","Approved","CSDC2","cold shock domain containing C2","22q13.2",,617689
"HGNC:29905","Approved","CSDE1","cold shock domain containing E1","1p13.2",470138,191510
"HGNC:2431","Approved","CSE1L","chromosome segregation 1 like","20q13.13",,601342
"HGNC:51232","Approved","CSE1L-AS1","CSE1L antisense RNA 1","20q13.13",,
"HGNC:2432","Approved","CSF1","colony stimulating factor 1","1p13.3",,120420
"HGNC:2433","Approved","CSF1R","colony stimulating factor 1 receptor","5q32",317674,164770
"HGNC:2434","Approved","CSF2","colony stimulating factor 2","5q31.1",,138960
"HGNC:2435","Approved","CSF2RA","colony stimulating factor 2 receptor subunit alpha","Xp22.32 and Yp11.3",209477,306250
"HGNC:2435","Approved","CSF2RA","colony stimulating factor 2 receptor subunit alpha","Xp22.32 and Yp11.3",209477,425000
"HGNC:2436","Approved","CSF2RB","colony stimulating factor 2 receptor subunit beta","22q12.3",120855,138981
"HGNC:2437","Approved","CSF2RBP1","CSF2RB pseudogene 1","22q12.3",,
"HGNC:2438","Approved","CSF3","colony stimulating factor 3","17q21.1",,138970
"HGNC:2439","Approved","CSF3R","colony stimulating factor 3 receptor","1p34.3",159476,138971
"HGNC:24290","Approved","CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1","8p21.3",,616615
"HGNC:24292","Approved","CSGALNACT2","chondroitin sulfate N-acetylgalactosaminyltransferase 2","10q11.21",,616616
"HGNC:55033","Approved","CSGALNACT2P1","CSGALNACT2 pseudogene 1","Xq22.1",,
"HGNC:55034","Approved","CSGALNACT2P2","CSGALNACT2 pseudogene 2","Xq22.3",,
"HGNC:2440","Approved","CSH1","chorionic somatomammotropin hormone 1","17q23.3",,150200
"HGNC:2441","Approved","CSH2","chorionic somatomammotropin hormone 2","17q23.3",,118820
"HGNC:2442","Approved","CSHL1","chorionic somatomammotropin hormone like 1","17q23.3",,603515
"HGNC:2444","Approved","CSK","C-terminal Src kinase","15q24.1",,124095
"HGNC:33113","Approved","CSKMT","citrate synthase lysine methyltransferase","11q12.3",,617897
"HGNC:14026","Approved","CSMD1","CUB and Sushi multiple domains 1","8p23.2",,608397
"HGNC:19290","Approved","CSMD2","CUB and Sushi multiple domains 2","1p35.1",,608398
"HGNC:40882","Approved","CSMD2-AS1","CSMD2 antisense RNA 1","1p35.1",,
"HGNC:19291","Approved","CSMD3","CUB and Sushi multiple domains 3","8q23.3",,608399
"HGNC:2445","Approved","CSN1S1","casein alpha s1","4q13.3",,115450
"HGNC:20230","Approved","CSN1S2AP","casein alpha s2 like A, pseudogene","4q13.3",,
"HGNC:20227","Approved","CSN1S2BP","casein alpha s2 like B, pseudogene","4q13.3",,
"HGNC:2447","Approved","CSN2","casein beta","4q13.3",,115460
"HGNC:2446","Approved","CSN3","casein kappa","4q13.3",,601695
"HGNC:2451","Approved","CSNK1A1","casein kinase 1 alpha 1","5q32",,600505
"HGNC:20289","Approved","CSNK1A1L","casein kinase 1 alpha 1 like","13q13.3",,
"HGNC:30446","Approved","CSNK1A1P1","casein kinase 1 alpha 1 pseudogene 1","15q14",,
"HGNC:30445","Approved","CSNK1A1P2","casein kinase 1 alpha 1 pseudogene 2","11q22.2",,
"HGNC:38669","Approved","CSNK1A1P3","casein kinase 1 alpha 1 pseudogene 3","5q15",,
"HGNC:2452","Approved","CSNK1D","casein kinase 1 delta","17q25.3",165845,600864
"HGNC:2453","Approved","CSNK1E","casein kinase 1 epsilon","22q13.1",,600863
"HGNC:2454","Approved","CSNK1G1","casein kinase 1 gamma 1","15q22.31",,606274
"HGNC:2455","Approved","CSNK1G2","casein kinase 1 gamma 2","19p13.3",,602214
"HGNC:28604","Approved","CSNK1G2-AS1","CSNK1G2 antisense RNA 1","19p13.3",,
"HGNC:49739","Approved","CSNK1G2P1","casein kinase 1 gamma 2 pseudogene 1","9p24.1",,
"HGNC:2456","Approved","CSNK1G3","casein kinase 1 gamma 3","5q23.2",,604253
"HGNC:2457","Approved","CSNK2A1","casein kinase 2 alpha 1","20p13",470140,115440
"HGNC:2459","Approved","CSNK2A2","casein kinase 2 alpha 2","16q21",470142,115442
"HGNC:2458","Approved","CSNK2A3","casein kinase 2 alpha 3","11p15.4",,
"HGNC:2460","Approved","CSNK2B","casein kinase 2 beta","6p21.33",,115441
"HGNC:53637","Approved","CSNKA2IP","casein kinase 2 subunit alpha' interacting protein","3p11.1",,
"HGNC:54777","Approved","CSP1","CS pseudogene 1","2p15",,
"HGNC:54779","Approved","CSP2","CS pseudogene 2","3q13.12",,
"HGNC:54780","Approved","CSP3","CS pseudogene 3","19p13.11",,
"HGNC:2466","Approved","CSPG4","chondroitin sulfate proteoglycan 4","15q24.2",,601172
"HGNC:51505","Approved","CSPG4BP","chondroitin sulfate proteoglycan family member 4B, pseudogene","5q11.2",,
"HGNC:16478","Approved","CSPG4P1Y","CSPG4 pseudogene 1 Y-linked","Yq11.23",,400034
"HGNC:32424","Approved","CSPG4P2Y","CSPG4 pseudogene 2 Y-linked","Yq11.23",,
"HGNC:38111","Approved","CSPG4P3Y","CSPG4 pseudogene 3 Y-linked","Yq11.23",,
"HGNC:38535","Approved","CSPG4P4Y","CSPG4 pseudogene 4 Y-linked","Yq11.23",,
"HGNC:29403","Approved","CSPG4P5","chondroitin sulfate proteoglycan 4 pseudogene 5","15q25.2",,
"HGNC:48359","Entry Withdrawn","CSPG4P8","chondroitin sulfate proteoglycan 4 pseudogene 8","15q25.2",,
"HGNC:48360","Approved","CSPG4P9","chondroitin sulfate proteoglycan 4 pseudogene 9","15q25.2 alternate reference locus",,
"HGNC:48361","Approved","CSPG4P10","chondroitin sulfate proteoglycan 4 pseudogene 10","15q25.2",,
"HGNC:48363","Approved","CSPG4P11","chondroitin sulfate proteoglycan 4 pseudogene 11","15q25.2",,
"HGNC:48362","Approved","CSPG4P12","chondroitin sulfate proteoglycan 4 pseudogene 12","15q25.3",,
"HGNC:49195","Approved","CSPG4P13","chondroitin sulfate proteoglycan 4 pseudogene 13","15q24.3",,
"HGNC:2467","Approved","CSPG5","chondroitin sulfate proteoglycan 5","3p21.31",,606775
"HGNC:26193","Approved","CSPP1","centrosome and spindle pole associated protein 1","8q13.1-q13.2",390741,611654
"HGNC:14300","Approved","CSRNP1","cysteine and serine rich nuclear protein 1","3p22.2",,606458
"HGNC:16006","Approved","CSRNP2","cysteine and serine rich nuclear protein 2","12q13.12",,
"HGNC:30729","Approved","CSRNP3","cysteine and serine rich nuclear protein 3","2q24.3",,
"HGNC:2469","Approved","CSRP1","cysteine and glycine rich protein 1","1q32.1",,123876
"HGNC:2470","Approved","CSRP2","cysteine and glycine rich protein 2","12q21.2",,601871
"HGNC:2471","Approved","CSRP2P1","cysteine and glycine rich protein 2 pseudogene 1","3q13.33",,
"HGNC:2472","Approved","CSRP3","cysteine and glycine rich protein 3","11p15.1",120860,600824
"HGNC:54183","Approved","CSRP3-AS1","CSRP3 and E2F8 antisense RNA 1","11p15.1",,
"HGNC:2473","Approved","CST1","cystatin SN","20p11.21",,123855
"HGNC:2474","Approved","CST2","cystatin SA","20p11.21",,123856
"HGNC:45042","Approved","CST2P1","cystatin SA pseudogene 1","20p11.21",,
"HGNC:2475","Approved","CST3","cystatin C","20p11.21",120865,604312
"HGNC:2476","Approved","CST4","cystatin S","20p11.21",,123857
"HGNC:2477","Approved","CST5","cystatin D","20p11.21",,123858
"HGNC:2478","Approved","CST6","cystatin E/M","11q13.1",,601891
"HGNC:2479","Approved","CST7","cystatin F","20p11.21",,603253
"HGNC:2480","Approved","CST8","cystatin 8","20p11.21",,608683
"HGNC:13261","Approved","CST9","cystatin 9","20p11.21",,616543
"HGNC:16233","Approved","CST9L","cystatin 9 like","20p11.21",,616536
"HGNC:39552","Approved","CST9LP1","cystatin 9-like pseudogene 1","20p11.21",,
"HGNC:44337","Approved","CST9LP2","cystatin 9-like pseudogene 2","20p11.21",,
"HGNC:15959","Approved","CST11","cystatin 11","20p11.21",,609731
"HGNC:31920","Approved","CST12P","cystatin 12, pseudogene","20p11.21",,
"HGNC:44335","Approved","CST13P","cystatin 13, pseudogene","20p11.21",,
"HGNC:2481","Approved","CSTA","cystatin A","3q21.1",289589,184600
"HGNC:2482","Approved","CSTB","cystatin B","21q22.3",120867,601145
"HGNC:2483","Approved","CSTF1","cleavage stimulation factor subunit 1","20q13.2-q13.31",,600369
"HGNC:2484","Approved","CSTF2","cleavage stimulation factor subunit 2","Xq22.1",,300907
"HGNC:17086","Approved","CSTF2T","cleavage stimulation factor subunit 2 tau variant","10q21.1",,611968
"HGNC:2485","Approved","CSTF3","cleavage stimulation factor subunit 3","11p13",,600367
"HGNC:27882","Approved","CSTF3-DT","CSTF3 divergent transcript","11p13",,
"HGNC:15958","Approved","CSTL1","cystatin like 1","20p11.21",,
"HGNC:2486","Approved","CSTP1","cystatin pseudogene 1","20p11.21",,
"HGNC:2487","Approved","CSTP2","cystatin pseudogene 2","20p11.21",,
"HGNC:33267","Approved","CT45A1","cancer/testis antigen family 45 member A1","Xq26.3",,300648
"HGNC:28400","Approved","CT45A2","cancer/testis antigen family 45 member A2","Xq26.3",,300793
"HGNC:33268","Approved","CT45A3","cancer/testis antigen family 45 member A3","Xq26.3",,300794
"HGNC:33270","Approved","CT45A5","cancer/testis antigen family 45 member A5","Xq26.3",,300796
"HGNC:33271","Approved","CT45A6","cancer/testis antigen family 45 member A6","Xq26.3",,300797
"HGNC:51260","Approved","CT45A7","cancer/testis antigen family 45 member A7","Xq26.3",,
"HGNC:51261","Approved","CT45A8","cancer/testis antigen family 45 member A8","Xq26.3",,
"HGNC:51262","Approved","CT45A9","cancer/testis antigen family 45 member A9","Xq26.3",,
"HGNC:51263","Approved","CT45A10","cancer/testis antigen family 45 member A10","Xq26.3",,
"HGNC:51336","Approved","CT45A11P","cancer/testis antigen family 45 member A11, pseudogene","Xq26.3",,
"HGNC:33580","Approved","CT45B1P","cancer/testis antigen family 45 member B1, pseudogene","5q21.3",,
"HGNC:33282","Approved","CT47A1","cancer/testis antigen family 47 member A1","Xq24",,300780
"HGNC:33283","Approved","CT47A2","cancer/testis antigen family 47 member A2","Xq24",,300781
"HGNC:33284","Approved","CT47A3","cancer/testis antigen family 47 member A3","Xq24",,300782
"HGNC:33285","Approved","CT47A4","cancer/testis antigen family 47 member A4","Xq24",,300783
"HGNC:33286","Approved","CT47A5","cancer/testis antigen family 47 member A5","Xq24",,300784
"HGNC:33287","Approved","CT47A6","cancer/testis antigen family 47 member A6","Xq24",,300785
"HGNC:33288","Approved","CT47A7","cancer/testis antigen family 47 member A7","Xq24",,300786
"HGNC:33289","Approved","CT47A8","cancer/testis antigen family 47 member A8","Xq24",,300787
"HGNC:33290","Approved","CT47A9","cancer/testis antigen family 47 member A9","Xq24",,300788
"HGNC:33291","Approved","CT47A10","cancer/testis antigen family 47 member A10","Xq24",,300789
"HGNC:27397","Approved","CT47A11","cancer/testis antigen family 47 member A11","Xq24",,300592
"HGNC:33292","Approved","CT47A12","cancer/testis antigen family 47 member A12","Xq24",,
"HGNC:33293","Approved","CT47B1","cancer/testis antigen family 47 member B1","Xq24",,300790
"HGNC:26047","Approved","CT55","cancer/testis antigen 55","Xq26.3",,
"HGNC:27286","Approved","CT62","cancer/testis associated 62","15q23",,
"HGNC:54198","Approved","CT66","cancer/testis associated transcript 66","7q11.22",,
"HGNC:37196","Approved","CT69","cancer/testis associated transcript 69","6q23.2",,
"HGNC:37195","Approved","CT70","cancer/testis associated transcript 70","9q31.1",,
"HGNC:37174","Approved","CT75","cancer/testis associated transcript 75","2q36.1",,
"HGNC:33494","Approved","CT83","cancer/testis antigen 83","Xq23",,300625
"HGNC:2489","Entry Withdrawn","CTAA1","cataract, anterior polar 1","14q24-qter",,
"HGNC:2490","Entry Withdrawn","CTAA2","cataract, anterior polar 2","17p13",,
"HGNC:24198","Approved","CTAG1A","cancer/testis antigen 1A","Xq28",,300657
"HGNC:2491","Approved","CTAG1B","cancer/testis antigen 1B","Xq28",,300156
"HGNC:2492","Approved","CTAG2","cancer/testis antigen 2","Xq28",,300396
"HGNC:24346","Approved","CTAGE1","cutaneous T cell lymphoma-associated antigen 1","18q11.2",,608856
"HGNC:24348","Approved","CTAGE3P","CTAGE family member 3, pseudogene","13q14.3",,608857
"HGNC:24772","Approved","CTAGE4","CTAGE family member 4","7q35",,608910
"HGNC:28644","Approved","CTAGE6","CTAGE family member 6","7q35",,
"HGNC:25111","Approved","CTAGE7P","CTAGE family member 7, pseudogene","10q26.3",,
"HGNC:37294","Approved","CTAGE8","CTAGE family member 8","7q35",,
"HGNC:37275","Approved","CTAGE9","CTAGE family member 9","6q23.2",,
"HGNC:37288","Approved","CTAGE10P","CTAGE family member 10, pseudogene","13q14.2",,
"HGNC:37293","Approved","CTAGE11P","CTAGE family member 11, pseudogene","13q22.2",,
"HGNC:37297","Approved","CTAGE12P","CTAGE family member 12, pseudogene","9p21.2",,
"HGNC:37298","Approved","CTAGE13P","CTAGE family member 13, pseudogene","6q27",,
"HGNC:37299","Approved","CTAGE14P","CTAGE family member 14, pseudogene","2q24.3",,
"HGNC:37295","Approved","CTAGE15","CTAGE family member 15","7q35",,
"HGNC:41967","Approved","CTAGE16P","CTAGE family member 16, pseudogene","13q21.1",,
"HGNC:2494","Approved","CTBP1","C-terminal binding protein 1","4p16.3",,602618
"HGNC:48337","Approved","CTBP1-AS","CTBP1 antisense RNA","4p16.3",,
"HGNC:28307","Approved","CTBP1-DT","CTBP1 divergent transcript","4p16.3",,
